Age,Gender,Education Level,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
75,Male,High School,Employed,Conservative,Canada,4+ hours,Twitter,Once a day,News articles,Independent bloggers,Longer than a week ago,Few times a week,Economy,Not accurate,No,Not relevant,Moderate impact,Do not trust,Not concerned,Low quality,Somewhat influential,Enhance user controls
69,Male,High School,Unemployed,Liberal,Australia,2-4 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last 24 hours,Rarely,Immigration,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,High quality,Very influential,Provide more diverse sources
49,Non-binary,Bachelor's,Student,Independent,Australia,2-4 hours,Instagram,Several times a day,Memes,Independent bloggers,Within the last week,Rarely,Healthcare,Somewhat accurate,No,Not relevant,Strong impact,Trust a lot,Very concerned,High quality,Somewhat influential,Provide more diverse sources
43,Male,PhD,Student,Conservative,Australia,0-1 hour,Twitter,Rarely,Opinion pieces,Independent bloggers,Within the last hour,Rarely,Immigration,Very accurate,No,Not relevant,No impact,Do not trust,Not concerned,Moderate quality,Somewhat influential,Increase transparency
30,Female,Bachelor's,Employed,Independent,Australia,2-4 hours,Instagram,Rarely,News articles,Mainstream media,Longer than a week ago,Few times a week,Healthcare,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Somewhat influential,Enhance user controls
59,Non-binary,PhD,Unemployed,Independent,USA,1-2 hours,Instagram,Rarely,Memes,Independent bloggers,Within the last 24 hours,Several times a day,Immigration,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Low quality,Very influential,Increase transparency
28,Non-binary,Bachelor's,Employed,Liberal,USA,1-2 hours,Twitter,Rarely,Memes,Independent bloggers,Within the last 24 hours,Few times a week,Immigration,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust somewhat,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
67,Male,PhD,Student,Independent,USA,4+ hours,Instagram,Rarely,Memes,Mainstream media,Within the last 24 hours,Once a day,Healthcare,Very accurate,Yes,Very relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Increase transparency
36,Female,Bachelor's,Student,Independent,Australia,4+ hours,Twitter,Several times a day,Opinion pieces,Mainstream media,Within the last hour,Rarely,Immigration,Not accurate,Yes,Not relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Very influential,Improve fact-checking
28,Non-binary,Bachelor's,Unemployed,Conservative,USA,1-2 hours,Facebook,Few times a week,Memes,Political parties,Longer than a week ago,Rarely,Economy,Not accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,High quality,Very influential,Provide more diverse sources
57,Female,Bachelor's,Employed,Liberal,Australia,2-4 hours,Twitter,Few times a week,Opinion pieces,Political parties,Within the last 24 hours,Few times a week,Healthcare,Very accurate,Yes,Somewhat relevant,No impact,Do not trust,Very concerned,Low quality,Somewhat influential,Enhance user controls
48,Female,Master's,Employed,Conservative,Australia,2-4 hours,Twitter,Once a day,Memes,Political parties,Within the last week,Rarely,Environment,Not accurate,No,Very relevant,Moderate impact,Trust a lot,Somewhat concerned,Low quality,Not influential,Increase transparency
50,Female,PhD,Employed,Conservative,USA,0-1 hour,Facebook,Once a day,News articles,Mainstream media,Longer than a week ago,Few times a week,Healthcare,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Enhance user controls
28,Male,Master's,Employed,Conservative,USA,2-4 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last hour,Several times a day,Healthcare,Somewhat accurate,Yes,Not relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Very influential,Provide more diverse sources
65,Female,Bachelor's,Unemployed,Independent,Canada,1-2 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last week,Several times a day,Immigration,Very accurate,No,Not relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Very influential,Improve fact-checking
30,Female,High School,Student,Independent,USA,0-1 hour,Instagram,Several times a day,News articles,Independent bloggers,Within the last week,Rarely,Immigration,Somewhat accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
42,Female,Master's,Unemployed,Independent,Australia,1-2 hours,Twitter,Once a day,News articles,Independent bloggers,Within the last hour,Once a day,Immigration,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Somewhat concerned,Moderate quality,Not influential,Improve fact-checking
75,Non-binary,High School,Student,Liberal,Canada,4+ hours,Twitter,Once a day,Opinion pieces,Independent bloggers,Within the last 24 hours,Once a day,Immigration,Not accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Not concerned,High quality,Very influential,Improve fact-checking
66,Non-binary,PhD,Unemployed,Independent,UK,2-4 hours,Facebook,Several times a day,News articles,Political parties,Within the last week,Rarely,Economy,Somewhat accurate,No,Very relevant,Moderate impact,Trust somewhat,Not concerned,High quality,Not influential,Improve fact-checking
36,Male,High School,Student,Liberal,Australia,1-2 hours,Facebook,Few times a week,Memes,Mainstream media,Within the last week,Rarely,Environment,Very accurate,Yes,Very relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Very influential,Enhance user controls
38,Non-binary,PhD,Unemployed,Independent,USA,1-2 hours,Facebook,Once a day,News articles,Independent bloggers,Within the last hour,Once a day,Healthcare,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Not influential,Provide more diverse sources
55,Male,Bachelor's,Student,Independent,Australia,0-1 hour,Instagram,Several times a day,Memes,Mainstream media,Within the last week,Once a day,Immigration,Very accurate,Yes,Very relevant,No impact,Trust somewhat,Very concerned,High quality,Somewhat influential,Enhance user controls
50,Female,PhD,Unemployed,Independent,Canada,2-4 hours,Facebook,Few times a week,Opinion pieces,Political parties,Within the last hour,Once a day,Economy,Very accurate,Yes,Somewhat relevant,Strong impact,Do not trust,Somewhat concerned,Moderate quality,Somewhat influential,Increase transparency
50,Male,Bachelor's,Student,Independent,Australia,1-2 hours,Instagram,Rarely,News articles,Mainstream media,Within the last hour,Once a day,Immigration,Somewhat accurate,No,Not relevant,Strong impact,Trust a lot,Very concerned,High quality,Not influential,Improve fact-checking
50,Non-binary,High School,Student,Conservative,UK,1-2 hours,Instagram,Rarely,Memes,Independent bloggers,Within the last week,Once a day,Healthcare,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Very concerned,High quality,Very influential,Provide more diverse sources
50,Male,Master's,Unemployed,Liberal,Australia,4+ hours,Facebook,Several times a day,Memes,Independent bloggers,Within the last week,Rarely,Economy,Somewhat accurate,Yes,Not relevant,No impact,Trust a lot,Not concerned,Low quality,Very influential,Enhance user controls
52,Female,Bachelor's,Student,Liberal,USA,0-1 hour,Facebook,Few times a week,Memes,Political parties,Within the last hour,Once a day,Environment,Not accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,Low quality,Somewhat influential,Provide more diverse sources
20,Non-binary,Bachelor's,Student,Liberal,USA,1-2 hours,Instagram,Rarely,Memes,Political parties,Within the last 24 hours,Few times a week,Healthcare,Very accurate,No,Somewhat relevant,Moderate impact,Do not trust,Not concerned,Moderate quality,Not influential,Enhance user controls
55,Male,High School,Unemployed,Independent,Australia,1-2 hours,Twitter,Rarely,Memes,Political parties,Longer than a week ago,Rarely,Immigration,Somewhat accurate,No,Not relevant,Moderate impact,Trust somewhat,Very concerned,High quality,Not influential,Improve fact-checking
64,Female,High School,Unemployed,Conservative,Canada,2-4 hours,Facebook,Once a day,News articles,Political parties,Within the last hour,Rarely,Economy,Somewhat accurate,No,Very relevant,No impact,Trust a lot,Somewhat concerned,High quality,Not influential,Provide more diverse sources
24,Non-binary,Bachelor's,Unemployed,Liberal,USA,2-4 hours,Instagram,Few times a week,News articles,Political parties,Within the last hour,Few times a week,Environment,Very accurate,Yes,Very relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Very influential,Enhance user controls
37,Non-binary,Master's,Employed,Independent,Australia,0-1 hour,Facebook,Few times a week,Opinion pieces,Mainstream media,Longer than a week ago,Once a day,Immigration,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Moderate quality,Very influential,Improve fact-checking
28,Female,High School,Student,Independent,UK,4+ hours,Facebook,Once a day,News articles,Political parties,Within the last week,Rarely,Environment,Not accurate,No,Somewhat relevant,No impact,Trust a lot,Very concerned,Moderate quality,Not influential,Increase transparency
43,Male,Bachelor's,Unemployed,Independent,Australia,1-2 hours,Instagram,Few times a week,Memes,Political parties,Within the last 24 hours,Once a day,Economy,Not accurate,Yes,Very relevant,No impact,Do not trust,Not concerned,Moderate quality,Somewhat influential,Provide more diverse sources
27,Non-binary,Bachelor's,Unemployed,Conservative,Canada,1-2 hours,Twitter,Several times a day,Memes,Mainstream media,Within the last week,Several times a day,Environment,Not accurate,No,Very relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Somewhat influential,Enhance user controls
69,Female,PhD,Unemployed,Liberal,Australia,2-4 hours,Twitter,Once a day,Opinion pieces,Political parties,Within the last 24 hours,Several times a day,Environment,Somewhat accurate,Yes,Somewhat relevant,No impact,Do not trust,Not concerned,Low quality,Somewhat influential,Enhance user controls
59,Non-binary,High School,Student,Independent,Australia,0-1 hour,Twitter,Rarely,Opinion pieces,Independent bloggers,Longer than a week ago,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Very concerned,High quality,Not influential,Enhance user controls
79,Male,Master's,Student,Conservative,Canada,2-4 hours,Facebook,Once a day,News articles,Mainstream media,Within the last week,Once a day,Immigration,Very accurate,Yes,Not relevant,No impact,Do not trust,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
77,Female,Master's,Employed,Liberal,Australia,2-4 hours,Twitter,Rarely,News articles,Mainstream media,Longer than a week ago,Several times a day,Immigration,Somewhat accurate,No,Not relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Very influential,Enhance user controls
36,Male,High School,Unemployed,Conservative,USA,2-4 hours,Facebook,Once a day,Memes,Independent bloggers,Longer than a week ago,Once a day,Healthcare,Not accurate,Yes,Not relevant,Strong impact,Do not trust,Not concerned,High quality,Somewhat influential,Enhance user controls
22,Male,Bachelor's,Student,Liberal,Australia,1-2 hours,Facebook,Rarely,News articles,Political parties,Within the last hour,Once a day,Immigration,Not accurate,Yes,Somewhat relevant,Moderate impact,Trust somewhat,Not concerned,Low quality,Not influential,Provide more diverse sources
32,Non-binary,Bachelor's,Student,Conservative,USA,2-4 hours,Facebook,Several times a day,Opinion pieces,Political parties,Longer than a week ago,Rarely,Environment,Very accurate,Yes,Not relevant,No impact,Trust a lot,Somewhat concerned,High quality,Somewhat influential,Increase transparency
49,Non-binary,High School,Student,Independent,UK,0-1 hour,Twitter,Few times a week,Memes,Mainstream media,Within the last week,Several times a day,Immigration,Not accurate,Yes,Not relevant,No impact,Trust a lot,Not concerned,Moderate quality,Very influential,Improve fact-checking
66,Male,Bachelor's,Unemployed,Independent,UK,0-1 hour,Twitter,Rarely,Opinion pieces,Political parties,Within the last 24 hours,Few times a week,Healthcare,Somewhat accurate,No,Somewhat relevant,Strong impact,Do not trust,Very concerned,Low quality,Somewhat influential,Improve fact-checking
39,Male,Bachelor's,Unemployed,Liberal,Canada,1-2 hours,Twitter,Once a day,News articles,Political parties,Within the last week,Rarely,Economy,Not accurate,No,Very relevant,No impact,Trust somewhat,Very concerned,Moderate quality,Not influential,Provide more diverse sources
75,Female,PhD,Employed,Conservative,Australia,1-2 hours,Facebook,Once a day,News articles,Mainstream media,Within the last hour,Once a day,Economy,Somewhat accurate,Yes,Not relevant,Strong impact,Do not trust,Somewhat concerned,High quality,Very influential,Improve fact-checking
32,Female,Bachelor's,Employed,Liberal,Australia,0-1 hour,Facebook,Once a day,News articles,Independent bloggers,Within the last week,Rarely,Healthcare,Somewhat accurate,Yes,Somewhat relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Very influential,Increase transparency
19,Non-binary,PhD,Student,Liberal,USA,1-2 hours,Twitter,Once a day,News articles,Mainstream media,Within the last week,Rarely,Economy,Somewhat accurate,Yes,Very relevant,No impact,Do not trust,Not concerned,Low quality,Very influential,Provide more diverse sources
24,Male,High School,Unemployed,Conservative,Canada,4+ hours,Instagram,Several times a day,Memes,Mainstream media,Within the last 24 hours,Rarely,Healthcare,Very accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Somewhat concerned,High quality,Not influential,Provide more diverse sources
